Family,Model,Portfolio_Type,Portfolio_Definition,Test_Year,Cost_Bps_Per_Side,Probability_Margin,Num_Candidate_Events,Num_Trades,Trade_Coverage,Active_Sessions,Mean_Trade_Return_Net,Median_Trade_Return_Net,Win_Rate,Avg_Win,Avg_Loss,Profit_Factor,Mean_Daily_Return_Net,Annualized_Return_Arithmetic,Annualized_Volatility,Sharpe,Sortino,HAC_t,HAC_p_value,HAC_p_value_Positive,Max_Drawdown,Cumulative_Return,CAGR,HAC_p_value_Holm,HAC_p_value_Positive_Holm
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.0007014616922370841,-0.0009636694678760152,0.4666666666666667,0.007022065043196114,0.007459547585741133,0.8236835869968032,-0.00012067572135520522,-0.030410281781511714,0.09094051474790418,-0.3343975110082886,-0.46126666891414636,-0.3315744044263998,0.7404895501565467,0.6297552249217266,-0.08652002829686467,-0.033683680780783765,-0.034166412968298365,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.001464170511183664,-0.0016352312549409434,0.4,0.006461875130508417,0.006748200938978385,0.6383800353052997,-0.00026543129631653197,-0.06688868667176606,0.0726042000459102,-0.9212784746539455,-1.2893869499962813,-0.8393036388313603,0.40210400844281946,0.7989479957785903,-0.1343022997756841,-0.06664328766008631,-0.06758156794312864,1.0,1.0
Transformer,TRANSFORMER C - MARKET SEQUENCE + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0011775291874323197,0.0012388297711870841,0.5625,0.006954707657637381,0.011633262273950506,0.7686379605154736,-7.536186799566845e-05,-0.018991190734908448,0.041823163976784615,-0.4540830709376786,-0.589523438509712,-0.4539598700593828,0.6502531358472317,0.6748734320763842,-0.034726870622272754,-0.019513933340595924,-0.019795676188765765,1.0,1.0
Tree,TREE A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.000865225290984538,-8.793689758845782e-05,0.5,0.005173704333205729,0.006904154915174806,0.7493609857789144,-0.00012384457335790647,-0.03120883248619243,0.0528270248081546,-0.5907739949302409,-0.7787540803890743,-0.6385925458693962,0.5236749564169106,0.7381625217915446,-0.05384168648308585,-0.031826425149737436,-0.032282987320601086,1.0,1.0
Tree,TREE A - MARKET,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-5.2686451878944836e-05,-0.0003820028242798581,0.4666666666666667,0.007672379015812136,0.006812118736108641,0.9854983300937803,6.026261422159557e-05,0.015186178783842083,0.0902453032124918,0.16827666641093414,0.2411653219351115,0.16440364157036302,0.8695467743984029,0.43477338719920144,-0.07563229592313492,0.011097827463948828,0.011260578629096685,1.0,1.0
Tree,TREE A - MARKET,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0008285449136007896,-0.0005186892681356406,0.45,0.006294528291517477,0.006656513899606645,0.7736885522698296,-7.356488861326721e-05,-0.01853835193054334,0.07167347939240327,-0.2586500904895129,-0.37720186999860267,-0.23787693467041868,0.812172169438108,0.5939139152809461,-0.09135272698538821,-0.020707902195795436,-0.0210066982418311,1.0,1.0
Tree,TREE A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0021236898023070487,-0.0013603806137419952,0.5,0.007002885499967325,0.011250265104581422,0.6224640428353598,-0.00013591614734765112,-0.03425086913160808,0.04214951941628708,-0.8126040250502392,-1.0172687297405196,-0.8138196169111986,0.41652584656583536,0.7917370767170824,-0.04457426700850975,-0.03426047946412858,-0.034751328405602244,1.0,1.0
Tree,TREE B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.000865225290984538,-8.793689758845782e-05,0.5,0.005173704333205729,0.006904154915174806,0.7493609857789144,-0.00012384457335790647,-0.03120883248619243,0.0528270248081546,-0.5907739949302409,-0.7787540803890743,-0.6385925458693962,0.5236749564169106,0.7381625217915446,-0.05384168648308585,-0.031826425149737436,-0.032282987320601086,1.0,1.0
Tree,TREE B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-5.2686451878944836e-05,-0.0003820028242798581,0.4666666666666667,0.007672379015812136,0.006812118736108641,0.9854983300937803,6.026261422159557e-05,0.015186178783842083,0.0902453032124918,0.16827666641093414,0.2411653219351115,0.16440364157036302,0.8695467743984029,0.43477338719920144,-0.07563229592313492,0.011097827463948828,0.011260578629096685,1.0,1.0
Tree,TREE B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0008285449136007896,-0.0005186892681356406,0.45,0.006294528291517477,0.006656513899606645,0.7736885522698296,-7.356488861326721e-05,-0.01853835193054334,0.07167347939240327,-0.2586500904895129,-0.37720186999860267,-0.23787693467041868,0.812172169438108,0.5939139152809461,-0.09135272698538821,-0.020707902195795436,-0.0210066982418311,1.0,1.0
Tree,TREE B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0021236898023070487,-0.0013603806137419952,0.5,0.007002885499967325,0.011250265104581422,0.6224640428353598,-0.00013591614734765112,-0.03425086913160808,0.04214951941628708,-0.8126040250502392,-1.0172687297405196,-0.8138196169111986,0.41652584656583536,0.7917370767170824,-0.04457426700850975,-0.03426047946412858,-0.034751328405602244,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.000865225290984538,-8.793689758845782e-05,0.5,0.005173704333205729,0.006904154915174806,0.7493609857789144,-0.00012384457335790647,-0.03120883248619243,0.0528270248081546,-0.5907739949302409,-0.7787540803890743,-0.6385925458693962,0.5236749564169106,0.7381625217915446,-0.05384168648308585,-0.031826425149737436,-0.032282987320601086,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.000492594777027299,-0.0009636694678760152,0.44,0.007698081920010954,0.006928126467557355,0.8730344293619653,-4.655140309171052e-05,-0.011730953579111051,0.09044205444358866,-0.12970684546344521,-0.18322981662425591,-0.12401344573553519,0.9014046790132754,0.5492976604933624,-0.07563229592313492,-0.015562572086892712,-0.015787725283086584,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0010837184669823707,-0.0006961236954205465,0.4375,0.006211316467410455,0.00675763452706568,0.7148986675363697,-0.00015522042569537315,-0.03911554727523404,0.0719283021543571,-0.5438130207952446,-0.7758164672422783,-0.485792435617934,0.6275415418064653,0.6862292290967673,-0.10381488819013951,-0.04051667948117477,-0.04109523819283323,1.0,1.0
Tree,TREE C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0021236898023070487,-0.0013603806137419952,0.5,0.007002885499967325,0.011250265104581422,0.6224640428353598,-0.00013591614734765112,-0.03425086913160808,0.04214951941628708,-0.8126040250502392,-1.0172687297405196,-0.8138196169111986,0.41652584656583536,0.7917370767170824,-0.04457426700850975,-0.03426047946412858,-0.034751328405602244,1.0,1.0
XGBoost,XGB A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0018573608397137247,-0.0023822742993089554,0.36538461538461536,0.006111925498893588,0.006445737822548239,0.5459402019337327,-0.00030380887831218674,-0.07655983733467106,0.05384185944527481,-1.4219389546248296,-1.7742512942668214,-1.3444411545568118,0.18002926660104696,0.9099853666994765,-0.1197539533992803,-0.07448063834676877,-0.07552473201685272,1.0,1.0
XGBoost,XGB A - MARKET,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,-0.00020427254064447824,3.343688735652026e-05,0.5066666666666667,0.006880359311084317,0.007480380928906485,0.944646407087939,4.5982098679721e-05,0.011587488867289691,0.09043399088752081,0.12813200825895074,0.18141637552099402,0.11905772962851442,0.9053256150547757,0.45266280752738786,-0.08056900820097013,0.007476869279838372,0.00758631951970834,1.0,1.0
XGBoost,XGB A - MARKET,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0006233425726660175,-0.001138657918422519,0.45,0.006574419640268255,0.006512420746884968,0.8259709904858131,-2.0042989790693856e-05,-0.0050508334272548515,0.07133374107911764,-0.07080567135337644,-0.10508478211982519,-0.059893674857407264,0.9522883592633247,0.5238558203683377,-0.10928117823673489,-0.007491493756732526,-0.007600328487554653,1.0,1.0
XGBoost,XGB A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.00020880366977700168,0.0027089474282155366,0.625,0.0069342173059978975,0.012113838629401833,0.9540352316795309,-1.3363434865728107e-05,-0.003367585586163483,0.04146318994156792,-0.08121868073607602,-0.10430672116425417,-0.07141212656319804,0.943127082391075,0.5284364588044625,-0.07059013541286274,-0.004184393549993115,-0.004245286244774715,1.0,1.0
XGBoost,XGB B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0017014099505536194,-0.001844884229711823,0.38461538461538464,0.005896002558004027,0.0064497927684021485,0.5713364337542006,-0.0002713710933668848,-0.06838551552845498,0.053733156581836736,-1.2726874778760187,-1.6397345175359805,-1.2502788666923623,0.21237139927738707,0.8938143003613065,-0.08679270453337518,-0.06693522424704357,-0.06787746350727153,1.0,1.0
XGBoost,XGB B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,3.088962002535483e-05,0.0004921983265227534,0.5466666666666666,0.0064931596765832045,0.007761847801117935,1.008778691549862,4.655673559458839e-06,0.0011732297369836274,0.0904061201129383,0.012977326485397121,0.01796385339223447,0.012234250301412704,0.9902485205884681,0.49512426029423406,-0.07050267586165981,-0.0028780382610880118,-0.0029199483159488837,1.0,1.0
XGBoost,XGB B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0009487054018399898,-0.00030653795821722254,0.4625,0.005955422955114229,0.006889467011312225,0.7438069878481592,-0.00012536259216938155,-0.03159137322668415,0.07200384060460246,-0.4387456691395548,-0.6167643566352901,-0.39331949241306213,0.6944200768180819,0.652789961590959,-0.10846323213981524,-0.03333350004143665,-0.03381130197542159,1.0,1.0
XGBoost,XGB B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.00033486582262767426,0.0012388297711870841,0.5625,0.007703741759685955,0.010670218428459484,0.9282669235208855,-2.1431412648171152e-05,-0.00540071598733913,0.04151153676665078,-0.13010156713056012,-0.17598033101818158,-0.14196772339297006,0.8872202992915506,0.5563898503542247,-0.03828737485187428,-0.006190942854140791,-0.006280943310039144,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2023,5.0,0.0,52,52,1.0,49,-0.0008727892321140744,-0.0008311646844423029,0.4423076923076923,0.005944666006985175,0.006279736490710031,0.7507855012647451,-0.00016313749152322638,-0.04111064786385305,0.05333274852157407,-0.7708330998021421,-1.011810701197522,-0.7677743194349474,0.4433487345280335,0.7783256327359833,-0.0753877321561115,-0.04131729205608514,-0.04190703162567033,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2023,5.0,0.0,75,75,1.0,69,0.00021027029461844737,0.0003923109834141911,0.5333333333333333,0.006820786314494423,0.007344605156668382,1.061348322087093,0.00017034494925859865,0.04292692721316686,0.0900475947118702,0.4767137573249159,0.6857430057083382,0.4451847285345115,0.6565730311849985,0.3282865155924993,-0.07407824892002435,0.03932527879075809,0.03991006832031485,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2023,5.0,0.0,80,80,1.0,68,-0.0005291056218513761,-0.00017709508807056597,0.475,0.006191655247435419,0.006609794027396572,0.8475262273044211,7.779609310561181e-06,0.0019604615462614178,0.07170881085231579,0.02733920034316266,0.04032592903625113,0.02378959434740225,0.9810394935593458,0.4905197467796729,-0.09436053670508959,-0.000590729797330436,-0.0005993420247539794,1.0,1.0
XGBoost,XGB C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2023,5.0,0.0,16,16,1.0,16,-0.0009449517269827893,0.0012388297711870841,0.5625,0.007161443178036964,0.011367459462008187,0.8099936341190718,-6.04769105268985e-05,-0.015240181452778423,0.04173914801131656,-0.3651291935486181,-0.47626077230502917,-0.39720495327304234,0.6915565888020733,0.6542217055989634,-0.03828737485187428,-0.015854847378104386,-0.01608419445853526,1.0,1.0
CatBoost,CAT A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,2.5139913282702168e-05,0.0006190994105819145,0.5245901639344263,0.0075528904805241825,0.008281343471259622,1.0063854986130383,-3.113196823420137e-05,-0.007845255995018745,0.07295341440537095,-0.10753788645759622,-0.15063811653712986,-0.11796140738766554,0.9061925791307525,0.5469037104346237,-0.07451552883002821,-0.010442112905211243,-0.010477783290052556,1.0,1.0
CatBoost,CAT A - MARKET,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.000517391736705084,-0.0001307979144103402,0.4927536231884058,0.007665037802284001,0.008466037574580195,0.8795185063406679,-0.00022138522628334126,-0.055789077023401995,0.07386829865524662,-0.7552506019365249,-0.9367512783814662,-0.7581936498726737,0.4490463568975081,0.775476821551246,-0.10441628725392704,-0.056849194429411054,-0.05703874185163371,1.0,1.0
CatBoost,CAT A - MARKET,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.0007954844685004886,0.0010542428564072068,0.5238095238095238,0.006621344722536191,0.008953996578640837,0.8134333234127056,-0.00028475895080893427,-0.07175925560385144,0.07734462897238681,-0.9277858922753456,-1.1204838480525385,-1.02029562522152,0.3085706730219106,0.8457146634890447,-0.08694019484439053,-0.07204067620490917,-0.07227890484662025,1.0,1.0
CatBoost,CAT A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.002144490193931362,0.0013788202549224202,0.5555555555555556,0.009280134783430634,0.006775065542942729,1.7121854254785254,0.00022976680649264592,0.05790123523614677,0.0596996698948384,0.969875299782066,1.719837373134718,1.2079801624769935,0.22819181874197192,0.11409590937098596,-0.029496595189374863,0.057733755842086065,0.05793765314030863,1.0,1.0
CatBoost,CAT B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,-0.0011030402236093108,-0.0009220228671967803,0.47540983606557374,0.007251137972467844,0.008674014213804232,0.7575896955634496,-0.00022819635073598502,-0.057505480385468224,0.07314428921461333,-0.7861923467017484,-1.0540174795051112,-0.85719877026139,0.39215273742201234,0.8039236312889938,-0.09724008235290182,-0.05840436158275519,-0.05859893151262563,1.0,1.0
CatBoost,CAT B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.0014769712303651593,-0.0007933518685593324,0.463768115942029,0.007177526122043589,0.008961941913529482,0.6926612802783197,-0.00042778188406506916,-0.10780103478439743,0.0732433783682691,-1.4718195308027953,-1.7139555004522056,-1.5797992443040878,0.11541218946420587,0.942293905267897,-0.14170703627429082,-0.10463090230654526,-0.10497065760080437,1.0,1.0
CatBoost,CAT B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.001523847063080767,-0.0004733471206445619,0.47619047619047616,0.006631421513495587,0.008937727587241089,0.6745075807495742,-0.0004668495994540038,-0.11764609906240897,0.07771553641308224,-1.5138041180991582,-1.7823918498204891,-1.6907571149231837,0.0921245329698588,0.9539377335150706,-0.11370167423417454,-0.11370167423417454,-0.11406896655518683,1.0,1.0
CatBoost,CAT B - MARKET + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,-0.00010093516647392673,-0.003054242856407207,0.4074074074074074,0.010262616307817102,0.007225876805049009,0.9764280380056111,-1.0814482122206426e-05,-0.002725249494796019,0.060820340594414914,-0.0448081919331816,-0.0707040087328683,-0.05733413171401093,0.9543246474605286,0.5228376762697358,-0.0507054888706967,-0.0045501607670380695,-0.00456575059361608,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.0011627266792877645,0.0013128577855082155,0.5737704918032787,0.007813339110649471,0.007790020824468378,1.3501833604947833,0.00016767908882840793,0.042255130384758796,0.07525300124809343,0.561507576893212,0.8678230962352048,0.7299963930136902,0.46607313282135643,0.23303656641067821,-0.043955712191397045,0.04022592781314538,0.040366817693710644,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.0006217491397199352,-0.0001307979144103402,0.4927536231884058,0.00756884914019122,0.008578330325919342,0.8571127513472556,-0.00026961506258452834,-0.06794299577130114,0.07501443424426926,-0.9057322961346157,-1.0985016653371125,-0.9572287017668473,0.3393729047293641,0.830313547635318,-0.11761005376452338,-0.06832871411025054,-0.06855512630630234,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.00017811408221368025,0.0010542428564072068,0.5238095238095238,0.007210652818537236,0.008305757673039687,0.9549662309721781,-6.461611140459493e-05,-0.016283260073957924,0.07689431121709558,-0.21176157008527485,-0.2839402088706388,-0.25269820471898796,0.8007082576010938,0.5996458711994531,-0.053955340822372744,-0.019051561931279548,-0.019116356897405984,1.0,1.0
CatBoost,CAT C - MARKET + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.0010974997741816878,0.0013649829247583964,0.5555555555555556,0.008337843405655928,0.007952929765161112,1.3104987174319365,0.00011758926151946655,0.029632493902905573,0.06025505586076101,0.4917843570070058,0.7840627477913509,0.6035183355137197,0.5467089212849122,0.2733544606424561,-0.029496595189374863,0.02821945287264227,0.028317719684199938,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.00048731352438889343,-0.00017252448531612698,0.4918032786885246,0.008585124453213392,0.007349277697054171,1.1304763947146572,0.00010612084446591902,0.02674245280541159,0.07227257519492052,0.3700221381801698,0.5854138969812345,0.3490178206796476,0.7273685372638654,0.3636842686319327,-0.07046447110767928,0.024444090520469475,0.024529054353825908,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.0006950052017235626,-0.0001307979144103402,0.4927536231884058,0.00748996070275088,0.008646114937498737,0.8415296208905493,-0.0002614091654243844,-0.06587510968694488,0.07409474784168081,-0.8890658461744287,-1.0963494767983337,-0.8764473591547141,0.38162490768996177,0.8091875461550191,-0.11342097276338259,-0.06633214534877496,-0.06655218069816016,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.0010439818404240503,-0.0010657657162175252,0.4603174603174603,0.007407701482739423,0.008252770557239955,0.7656015120992022,-0.00032592129245487316,-0.08213216569862804,0.0774378841796442,-1.0606199610011788,-1.3553701665875377,-1.0016288733267131,0.3174875029104778,0.8412562485447611,-0.1244314582284618,-0.08161610567664146,-0.08188457951819972,1.0,1.0
LSTM,LSTM A - MARKET SEQUENCE,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.003136530374998881,0.0013788202549224202,0.5555555555555556,0.01020808113834843,0.005702908079188056,2.2374727499995477,0.0003360568258927373,0.0846863201249698,0.05911895612886111,1.432473197604838,3.5842797351472466,1.3504622058873341,0.17808410326100974,0.08904205163050487,-0.020186316321002762,0.08648952985049907,0.08679907377753882,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.00048731352438889343,-0.00017252448531612698,0.4918032786885246,0.008585124453213392,0.007349277697054171,1.1304763947146572,0.00010612084446591902,0.02674245280541159,0.07227257519492052,0.3700221381801698,0.5854138969812345,0.3490178206796476,0.7273685372638654,0.3636842686319327,-0.07046447110767928,0.024444090520469475,0.024529054353825908,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.0006950052017235626,-0.0001307979144103402,0.4927536231884058,0.00748996070275088,0.008646114937498737,0.8415296208905493,-0.0002614091654243844,-0.06587510968694488,0.07409474784168081,-0.8890658461744287,-1.0963494767983337,-0.8764473591547141,0.38162490768996177,0.8091875461550191,-0.11342097276338259,-0.06633214534877496,-0.06655218069816016,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.0010439818404240503,-0.0010657657162175252,0.4603174603174603,0.007407701482739423,0.008252770557239955,0.7656015120992022,-0.00032592129245487316,-0.08213216569862804,0.0774378841796442,-1.0606199610011788,-1.3553701665875377,-1.0016288733267131,0.3174875029104778,0.8412562485447611,-0.1244314582284618,-0.08161610567664146,-0.08188457951819972,1.0,1.0
LSTM,LSTM B - MARKET SEQUENCE + SEC,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.003136530374998881,0.0013788202549224202,0.5555555555555556,0.01020808113834843,0.005702908079188056,2.2374727499995477,0.0003360568258927373,0.0846863201249698,0.05911895612886111,1.432473197604838,3.5842797351472466,1.3504622058873341,0.17808410326100974,0.08904205163050487,-0.020186316321002762,0.08648952985049907,0.08679907377753882,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.00048731352438889343,-0.00017252448531612698,0.4918032786885246,0.008585124453213392,0.007349277697054171,1.1304763947146572,0.00010612084446591902,0.02674245280541159,0.07227257519492052,0.3700221381801698,0.5854138969812345,0.3490178206796476,0.7273685372638654,0.3636842686319327,-0.07046447110767928,0.024444090520469475,0.024529054353825908,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,-0.0006950052017235626,-0.0001307979144103402,0.4927536231884058,0.00748996070275088,0.008646114937498737,0.8415296208905493,-0.0002614091654243844,-0.06587510968694488,0.07409474784168081,-0.8890658461744287,-1.0963494767983337,-0.8764473591547141,0.38162490768996177,0.8091875461550191,-0.11342097276338259,-0.06633214534877496,-0.06655218069816016,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,-0.0010439818404240503,-0.0010657657162175252,0.4603174603174603,0.007407701482739423,0.008252770557239955,0.7656015120992022,-0.00032592129245487316,-0.08213216569862804,0.0774378841796442,-1.0606199610011788,-1.3553701665875377,-1.0016288733267131,0.3174875029104778,0.8412562485447611,-0.1244314582284618,-0.08161610567664146,-0.08188457951819972,1.0,1.0
LSTM,LSTM C - MARKET SEQUENCE + SEC + FINBERT,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.003136530374998881,0.0013788202549224202,0.5555555555555556,0.01020808113834843,0.005702908079188056,2.2374727499995477,0.0003360568258927373,0.0846863201249698,0.05911895612886111,1.432473197604838,3.5842797351472466,1.3504622058873341,0.17808410326100974,0.08904205163050487,-0.020186316321002762,0.08648952985049907,0.08679907377753882,1.0,1.0
Logistic,MODEL A - MARKET,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.0024142865853739484,0.0014021075996967234,0.5901639344262295,0.008584094866686251,0.006470237339715768,1.9104548966315376,0.0005111058331153524,0.1287986699450688,0.07336331467561447,1.7556277345778208,3.5530953006584847,1.8111565620427972,0.07131201629902416,0.03565600814951208,-0.02498335191629053,0.13440368021334304,0.13489505165093907,1.0,1.0
Logistic,MODEL A - MARKET,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,0.0009287431069036333,0.0021445367954381353,0.5507246376811594,0.008084593278038597,0.007842944199648903,1.2635747936762907,5.8640026874790134e-05,0.014777286772447114,0.07411148608599667,0.19939266573740014,0.2668515194687382,0.1922825269822902,0.8476763798984651,0.42383818994923256,-0.062447605380725024,0.012103307590921819,0.01214512253055089,1.0,1.0
Logistic,MODEL A - MARKET,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,0.00048216803655039395,0.00025062407823417485,0.5079365079365079,0.008105325351399463,0.007386897578777678,1.1326524254981738,3.465417545378629e-05,0.008732852214354145,0.07642498092527437,0.11426698585496303,0.16682267566200987,0.10802989826740328,0.9140582806194546,0.4570291403097273,-0.06285640779418289,0.005844862489094105,0.005864992877740782,1.0,1.0
Logistic,MODEL A - MARKET,Value,fixed_ex_ante_mature_semiconductor_proxy,2024,5.0,0.0,27,27,1.0,27,0.003568894518339704,0.0013788202549224202,0.5555555555555556,0.010505410608118897,0.005101750593884287,2.5739720157802886,0.00038238155553639683,0.096360151995172,0.05884887380835762,1.6374170949977822,4.3139715248401975,1.5614497201094681,0.11967759747116713,0.059838798735583565,-0.019146392755579167,0.09926045886669477,0.09961776767859543,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Dividend,fixed_ex_ante_dividend_payers,2024,5.0,0.0,61,61,1.0,55,0.0013060708371707517,0.00025062407823417485,0.5081967213114754,0.009037453844009355,0.006683024936562473,1.397376546417595,0.00026822471360169234,0.06759262782762647,0.07433804540523384,0.9092602241444939,1.6782082427796583,0.8962463895169682,0.37097993487786035,0.18548996743893018,-0.04987485580795625,0.06700077692835182,0.06723842981499017,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Growth,fixed_ex_ante_growth_companies,2024,5.0,0.0,69,69,1.0,56,0.0010480883991700386,0.0016396490287408092,0.5362318840579711,0.008426902516874573,0.007483665424425828,1.3019831169007379,6.427717668473715e-05,0.016197848524553762,0.07452919363923352,0.21733562022636618,0.30119679751245687,0.22116226153348503,0.8251459011126634,0.4125729505563317,-0.06371869089298776,0.013513745438152203,0.013560465771612185,1.0,1.0
Logistic,MODEL B - MARKET + SEC,Momentum,positive_relative_momentum_60d,2024,5.0,0.0,63,63,1.0,56,0.0005405504405526062,0.00025062407823417485,0.5079365079365079,0.008160740351707343,0.007325452048381316,1.1499618023345768,6.509505789583117e-05,0.016403954589749456,0.07622615633723544,0.21520112488915238,0.31768050340232024,0.20470227074631223,0.8379706411284836,0.4189853205642418,-0.057156591238407106,0.01360595674247067,0.013652998015381446,1.0,1.0
